timestamp,platform,mode,payload_size_kb,elapsed_s,memory_mb,measurement_scope
2026-06-11T10:28:36Z,m1_dockerdesktop,process,10,0.0,118.031,host_process_tree_rss
2026-06-11T10:28:37Z,m1_dockerdesktop,process,10,1.01,116.984,host_process_tree_rss
2026-06-11T10:28:38Z,m1_dockerdesktop,process,10,2.01,115.391,host_process_tree_rss
2026-06-11T10:28:39Z,m1_dockerdesktop,process,10,3.01,112.516,host_process_tree_rss
2026-06-11T10:28:40Z,m1_dockerdesktop,process,10,4.01,111.062,host_process_tree_rss
2026-06-11T10:28:41Z,m1_dockerdesktop,process,10,5.01,111.062,host_process_tree_rss
2026-06-11T10:28:42Z,m1_dockerdesktop,process,10,6.01,111.062,host_process_tree_rss
2026-06-11T10:28:43Z,m1_dockerdesktop,process,10,7.01,110.859,host_process_tree_rss
2026-06-11T10:28:44Z,m1_dockerdesktop,process,10,8.01,110.844,host_process_tree_rss
2026-06-11T10:28:45Z,m1_dockerdesktop,process,10,9.01,110.844,host_process_tree_rss
2026-06-11T10:28:46Z,m1_dockerdesktop,process,10,10.01,110.844,host_process_tree_rss
2026-06-11T10:28:47Z,m1_dockerdesktop,process,10,11.01,110.844,host_process_tree_rss
2026-06-11T10:28:48Z,m1_dockerdesktop,process,10,12.01,110.844,host_process_tree_rss
2026-06-11T10:28:49Z,m1_dockerdesktop,process,10,13.01,110.844,host_process_tree_rss
2026-06-11T10:28:50Z,m1_dockerdesktop,process,10,14.01,110.844,host_process_tree_rss
2026-06-11T10:28:51Z,m1_dockerdesktop,process,10,15.01,110.844,host_process_tree_rss
2026-06-11T10:28:52Z,m1_dockerdesktop,process,10,16.01,110.797,host_process_tree_rss
2026-06-11T10:28:53Z,m1_dockerdesktop,process,10,17.01,110.797,host_process_tree_rss
2026-06-11T10:28:54Z,m1_dockerdesktop,process,10,18.01,110.797,host_process_tree_rss
2026-06-11T10:28:55Z,m1_dockerdesktop,process,10,19.01,110.797,host_process_tree_rss
2026-06-11T10:28:56Z,m1_dockerdesktop,process,10,20.02,110.797,host_process_tree_rss
2026-06-11T10:28:57Z,m1_dockerdesktop,process,10,21.02,110.797,host_process_tree_rss
2026-06-11T10:28:58Z,m1_dockerdesktop,process,10,22.02,110.797,host_process_tree_rss
2026-06-11T10:28:59Z,m1_dockerdesktop,process,10,23.02,110.797,host_process_tree_rss
2026-06-11T10:29:00Z,m1_dockerdesktop,process,10,24.01,110.797,host_process_tree_rss
2026-06-11T10:29:01Z,m1_dockerdesktop,process,10,25.01,68.656,host_process_tree_rss
2026-06-11T10:29:02Z,m1_dockerdesktop,process,10,26.01,41.953,host_process_tree_rss
2026-06-11T10:29:03Z,m1_dockerdesktop,process,10,27.02,34.906,host_process_tree_rss
2026-06-11T10:29:04Z,m1_dockerdesktop,process,10,28.02,32.281,host_process_tree_rss
2026-06-11T10:29:05Z,m1_dockerdesktop,process,10,29.01,12.953,host_process_tree_rss
2026-06-11T10:29:06Z,m1_dockerdesktop,process,10,30.01,12.062,host_process_tree_rss
2026-06-11T10:29:07Z,m1_dockerdesktop,process,10,31.01,10.156,host_process_tree_rss
2026-06-11T10:29:08Z,m1_dockerdesktop,process,10,32.01,10.156,host_process_tree_rss
2026-06-11T10:29:09Z,m1_dockerdesktop,process,10,33.01,10.156,host_process_tree_rss
2026-06-11T10:29:10Z,m1_dockerdesktop,process,10,34.02,10.156,host_process_tree_rss
2026-06-11T10:29:11Z,m1_dockerdesktop,process,10,35.01,10.156,host_process_tree_rss
2026-06-11T10:29:12Z,m1_dockerdesktop,process,10,36.02,10.172,host_process_tree_rss
2026-06-11T10:29:13Z,m1_dockerdesktop,process,10,37.02,10.172,host_process_tree_rss
2026-06-11T10:29:14Z,m1_dockerdesktop,process,10,38.02,10.203,host_process_tree_rss
2026-06-11T10:29:15Z,m1_dockerdesktop,process,10,39.01,10.219,host_process_tree_rss
2026-06-11T10:29:16Z,m1_dockerdesktop,process,10,40.02,10.219,host_process_tree_rss
2026-06-11T10:29:17Z,m1_dockerdesktop,process,10,41.02,10.219,host_process_tree_rss
2026-06-11T10:29:18Z,m1_dockerdesktop,process,10,42.01,10.219,host_process_tree_rss
2026-06-11T10:29:19Z,m1_dockerdesktop,process,10,43.02,10.219,host_process_tree_rss
2026-06-11T10:29:20Z,m1_dockerdesktop,process,10,44.01,10.219,host_process_tree_rss
2026-06-11T10:29:21Z,m1_dockerdesktop,process,10,45.01,10.141,host_process_tree_rss
2026-06-11T10:29:22Z,m1_dockerdesktop,process,10,46.01,10.094,host_process_tree_rss
2026-06-11T10:29:23Z,m1_dockerdesktop,process,10,47.01,10.047,host_process_tree_rss
2026-06-11T10:29:24Z,m1_dockerdesktop,process,10,48.01,10.031,host_process_tree_rss
2026-06-11T10:29:25Z,m1_dockerdesktop,process,10,49.01,9.984,host_process_tree_rss
2026-06-11T10:29:26Z,m1_dockerdesktop,process,10,50.02,9.984,host_process_tree_rss
2026-06-11T10:29:27Z,m1_dockerdesktop,process,10,51.01,9.812,host_process_tree_rss
2026-06-11T10:29:28Z,m1_dockerdesktop,process,10,52.02,9.844,host_process_tree_rss
2026-06-11T10:29:29Z,m1_dockerdesktop,process,10,53.01,9.859,host_process_tree_rss
2026-06-11T10:29:30Z,m1_dockerdesktop,process,10,54.02,9.859,host_process_tree_rss
2026-06-11T10:29:31Z,m1_dockerdesktop,process,10,55.02,9.906,host_process_tree_rss
2026-06-11T10:29:32Z,m1_dockerdesktop,process,10,56.02,9.906,host_process_tree_rss
2026-06-11T10:29:33Z,m1_dockerdesktop,process,10,57.01,9.906,host_process_tree_rss
2026-06-11T10:29:34Z,m1_dockerdesktop,process,10,58.01,9.906,host_process_tree_rss
2026-06-11T10:29:35Z,m1_dockerdesktop,process,10,59.01,9.906,host_process_tree_rss
2026-06-11T10:29:36Z,m1_dockerdesktop,process,10,60.02,9.906,host_process_tree_rss
