timestamp,platform,mode,payload_size_kb,elapsed_s,memory_mb,measurement_scope
2026-06-11T10:30:39Z,m1_dockerdesktop,process,1024,0.0,128.156,host_process_tree_rss
2026-06-11T10:30:40Z,m1_dockerdesktop,process,1024,1.02,128.656,host_process_tree_rss
2026-06-11T10:30:41Z,m1_dockerdesktop,process,1024,2.02,128.656,host_process_tree_rss
2026-06-11T10:30:42Z,m1_dockerdesktop,process,1024,3.02,128.656,host_process_tree_rss
2026-06-11T10:30:43Z,m1_dockerdesktop,process,1024,4.02,128.656,host_process_tree_rss
2026-06-11T10:30:44Z,m1_dockerdesktop,process,1024,5.02,128.656,host_process_tree_rss
2026-06-11T10:30:45Z,m1_dockerdesktop,process,1024,6.02,128.656,host_process_tree_rss
2026-06-11T10:30:46Z,m1_dockerdesktop,process,1024,7.02,128.656,host_process_tree_rss
2026-06-11T10:30:47Z,m1_dockerdesktop,process,1024,8.02,128.656,host_process_tree_rss
2026-06-11T10:30:48Z,m1_dockerdesktop,process,1024,9.01,107.875,host_process_tree_rss
2026-06-11T10:30:49Z,m1_dockerdesktop,process,1024,10.02,107.875,host_process_tree_rss
2026-06-11T10:30:50Z,m1_dockerdesktop,process,1024,11.02,107.875,host_process_tree_rss
2026-06-11T10:30:51Z,m1_dockerdesktop,process,1024,12.02,107.875,host_process_tree_rss
2026-06-11T10:30:52Z,m1_dockerdesktop,process,1024,13.01,107.875,host_process_tree_rss
2026-06-11T10:30:53Z,m1_dockerdesktop,process,1024,14.02,107.875,host_process_tree_rss
2026-06-11T10:30:54Z,m1_dockerdesktop,process,1024,15.02,107.016,host_process_tree_rss
2026-06-11T10:30:55Z,m1_dockerdesktop,process,1024,16.01,107.016,host_process_tree_rss
2026-06-11T10:30:56Z,m1_dockerdesktop,process,1024,17.01,107.016,host_process_tree_rss
2026-06-11T10:30:57Z,m1_dockerdesktop,process,1024,18.01,107.016,host_process_tree_rss
2026-06-11T10:30:58Z,m1_dockerdesktop,process,1024,19.01,107.016,host_process_tree_rss
2026-06-11T10:30:59Z,m1_dockerdesktop,process,1024,20.02,107.016,host_process_tree_rss
2026-06-11T10:31:00Z,m1_dockerdesktop,process,1024,21.02,107.016,host_process_tree_rss
2026-06-11T10:31:01Z,m1_dockerdesktop,process,1024,22.02,107.016,host_process_tree_rss
2026-06-11T10:31:02Z,m1_dockerdesktop,process,1024,23.02,107.016,host_process_tree_rss
2026-06-11T10:31:03Z,m1_dockerdesktop,process,1024,24.02,107.016,host_process_tree_rss
2026-06-11T10:31:04Z,m1_dockerdesktop,process,1024,25.02,107.016,host_process_tree_rss
2026-06-11T10:31:05Z,m1_dockerdesktop,process,1024,26.01,107.016,host_process_tree_rss
2026-06-11T10:31:06Z,m1_dockerdesktop,process,1024,27.01,107.016,host_process_tree_rss
2026-06-11T10:31:07Z,m1_dockerdesktop,process,1024,28.01,107.016,host_process_tree_rss
2026-06-11T10:31:08Z,m1_dockerdesktop,process,1024,29.02,107.016,host_process_tree_rss
2026-06-11T10:31:09Z,m1_dockerdesktop,process,1024,30.02,107.016,host_process_tree_rss
2026-06-11T10:31:10Z,m1_dockerdesktop,process,1024,31.02,107.016,host_process_tree_rss
2026-06-11T10:31:11Z,m1_dockerdesktop,process,1024,32.01,107.016,host_process_tree_rss
2026-06-11T10:31:12Z,m1_dockerdesktop,process,1024,33.02,107.016,host_process_tree_rss
2026-06-11T10:31:13Z,m1_dockerdesktop,process,1024,34.02,107.016,host_process_tree_rss
2026-06-11T10:31:14Z,m1_dockerdesktop,process,1024,35.02,107.016,host_process_tree_rss
2026-06-11T10:31:15Z,m1_dockerdesktop,process,1024,36.01,107.016,host_process_tree_rss
2026-06-11T10:31:16Z,m1_dockerdesktop,process,1024,37.01,107.016,host_process_tree_rss
2026-06-11T10:31:17Z,m1_dockerdesktop,process,1024,38.02,107.016,host_process_tree_rss
2026-06-11T10:31:18Z,m1_dockerdesktop,process,1024,39.02,107.016,host_process_tree_rss
2026-06-11T10:31:19Z,m1_dockerdesktop,process,1024,40.02,107.016,host_process_tree_rss
2026-06-11T10:31:20Z,m1_dockerdesktop,process,1024,41.02,107.016,host_process_tree_rss
2026-06-11T10:31:21Z,m1_dockerdesktop,process,1024,42.02,107.016,host_process_tree_rss
2026-06-11T10:31:22Z,m1_dockerdesktop,process,1024,43.01,107.016,host_process_tree_rss
2026-06-11T10:31:23Z,m1_dockerdesktop,process,1024,44.02,107.016,host_process_tree_rss
2026-06-11T10:31:24Z,m1_dockerdesktop,process,1024,45.02,107.016,host_process_tree_rss
2026-06-11T10:31:25Z,m1_dockerdesktop,process,1024,46.02,107.016,host_process_tree_rss
2026-06-11T10:31:26Z,m1_dockerdesktop,process,1024,47.02,107.016,host_process_tree_rss
2026-06-11T10:31:27Z,m1_dockerdesktop,process,1024,48.01,107.016,host_process_tree_rss
2026-06-11T10:31:28Z,m1_dockerdesktop,process,1024,49.02,107.016,host_process_tree_rss
2026-06-11T10:31:29Z,m1_dockerdesktop,process,1024,50.02,107.016,host_process_tree_rss
2026-06-11T10:31:30Z,m1_dockerdesktop,process,1024,51.01,107.016,host_process_tree_rss
2026-06-11T10:31:31Z,m1_dockerdesktop,process,1024,52.02,107.016,host_process_tree_rss
2026-06-11T10:31:32Z,m1_dockerdesktop,process,1024,53.02,105.062,host_process_tree_rss
2026-06-11T10:31:33Z,m1_dockerdesktop,process,1024,54.02,105.062,host_process_tree_rss
2026-06-11T10:31:34Z,m1_dockerdesktop,process,1024,55.01,105.062,host_process_tree_rss
2026-06-11T10:31:35Z,m1_dockerdesktop,process,1024,56.02,105.062,host_process_tree_rss
2026-06-11T10:31:36Z,m1_dockerdesktop,process,1024,57.02,38.312,host_process_tree_rss
2026-06-11T10:31:37Z,m1_dockerdesktop,process,1024,58.02,35.5,host_process_tree_rss
2026-06-11T10:31:38Z,m1_dockerdesktop,process,1024,59.02,35.531,host_process_tree_rss
2026-06-11T10:31:39Z,m1_dockerdesktop,process,1024,60.01,35.531,host_process_tree_rss
