timestamp,platform,mode,payload_size_kb,elapsed_s,memory_mb,measurement_scope
2026-06-08T18:53:18Z,m1_dockerdesktop,container,1,1.55,55.28,docker_stats_container_only
2026-06-08T18:53:20Z,m1_dockerdesktop,container,1,3.58,53.89,docker_stats_container_only
2026-06-08T18:53:22Z,m1_dockerdesktop,container,1,5.61,53.86,docker_stats_container_only
2026-06-08T18:53:24Z,m1_dockerdesktop,container,1,7.62,53.86,docker_stats_container_only
2026-06-08T18:53:26Z,m1_dockerdesktop,container,1,9.61,53.86,docker_stats_container_only
2026-06-08T18:53:28Z,m1_dockerdesktop,container,1,11.64,53.86,docker_stats_container_only
2026-06-08T18:53:30Z,m1_dockerdesktop,container,1,13.68,53.86,docker_stats_container_only
2026-06-08T18:53:32Z,m1_dockerdesktop,container,1,15.69,53.86,docker_stats_container_only
2026-06-08T18:53:34Z,m1_dockerdesktop,container,1,17.7,53.86,docker_stats_container_only
2026-06-08T18:53:36Z,m1_dockerdesktop,container,1,19.71,53.86,docker_stats_container_only
2026-06-08T18:53:38Z,m1_dockerdesktop,container,1,21.74,53.86,docker_stats_container_only
2026-06-08T18:53:40Z,m1_dockerdesktop,container,1,23.76,53.86,docker_stats_container_only
2026-06-08T18:53:42Z,m1_dockerdesktop,container,1,25.78,53.86,docker_stats_container_only
2026-06-08T18:53:44Z,m1_dockerdesktop,container,1,27.8,53.86,docker_stats_container_only
2026-06-08T18:53:46Z,m1_dockerdesktop,container,1,29.81,53.86,docker_stats_container_only
2026-06-08T18:53:48Z,m1_dockerdesktop,container,1,31.84,53.86,docker_stats_container_only
2026-06-08T18:53:50Z,m1_dockerdesktop,container,1,33.84,53.86,docker_stats_container_only
2026-06-08T18:53:52Z,m1_dockerdesktop,container,1,35.86,53.86,docker_stats_container_only
2026-06-08T18:53:54Z,m1_dockerdesktop,container,1,37.87,53.86,docker_stats_container_only
2026-06-08T18:53:56Z,m1_dockerdesktop,container,1,39.89,53.86,docker_stats_container_only
2026-06-08T18:53:58Z,m1_dockerdesktop,container,1,41.93,53.86,docker_stats_container_only
2026-06-08T18:54:00Z,m1_dockerdesktop,container,1,43.94,53.86,docker_stats_container_only
2026-06-08T18:54:02Z,m1_dockerdesktop,container,1,45.95,53.86,docker_stats_container_only
2026-06-08T18:54:04Z,m1_dockerdesktop,container,1,47.96,53.86,docker_stats_container_only
2026-06-08T18:54:06Z,m1_dockerdesktop,container,1,49.96,53.86,docker_stats_container_only
2026-06-08T18:54:08Z,m1_dockerdesktop,container,1,51.98,53.86,docker_stats_container_only
2026-06-08T18:54:10Z,m1_dockerdesktop,container,1,54.0,53.86,docker_stats_container_only
2026-06-08T18:54:12Z,m1_dockerdesktop,container,1,56.02,53.86,docker_stats_container_only
2026-06-08T18:54:14Z,m1_dockerdesktop,container,1,58.02,53.86,docker_stats_container_only
2026-06-08T18:54:16Z,m1_dockerdesktop,container,1,60.05,53.86,docker_stats_container_only
2026-06-08T18:54:18Z,m1_dockerdesktop,container,1,62.07,53.86,docker_stats_container_only
