timestamp,platform,mode,payload_size_kb,elapsed_s,memory_mb,measurement_scope
2026-06-11T09:52:33Z,m1_dockerdesktop,container,10,1.56,78.5,docker_stats_container_only
2026-06-11T09:52:35Z,m1_dockerdesktop,container,10,3.59,77.99,docker_stats_container_only
2026-06-11T09:52:37Z,m1_dockerdesktop,container,10,5.59,78.01,docker_stats_container_only
2026-06-11T09:52:39Z,m1_dockerdesktop,container,10,7.62,77.76,docker_stats_container_only
2026-06-11T09:52:41Z,m1_dockerdesktop,container,10,9.64,77.76,docker_stats_container_only
2026-06-11T09:52:43Z,m1_dockerdesktop,container,10,11.67,77.76,docker_stats_container_only
2026-06-11T09:52:45Z,m1_dockerdesktop,container,10,13.69,77.76,docker_stats_container_only
2026-06-11T09:52:47Z,m1_dockerdesktop,container,10,15.71,77.76,docker_stats_container_only
2026-06-11T09:52:49Z,m1_dockerdesktop,container,10,17.72,77.76,docker_stats_container_only
2026-06-11T09:52:51Z,m1_dockerdesktop,container,10,19.75,77.76,docker_stats_container_only
2026-06-11T09:52:53Z,m1_dockerdesktop,container,10,21.76,77.76,docker_stats_container_only
2026-06-11T09:52:55Z,m1_dockerdesktop,container,10,23.77,77.76,docker_stats_container_only
2026-06-11T09:52:57Z,m1_dockerdesktop,container,10,25.81,77.76,docker_stats_container_only
2026-06-11T09:52:59Z,m1_dockerdesktop,container,10,27.83,77.76,docker_stats_container_only
2026-06-11T09:53:01Z,m1_dockerdesktop,container,10,29.84,77.76,docker_stats_container_only
2026-06-11T09:53:03Z,m1_dockerdesktop,container,10,31.87,77.76,docker_stats_container_only
2026-06-11T09:53:05Z,m1_dockerdesktop,container,10,33.89,77.76,docker_stats_container_only
2026-06-11T09:53:07Z,m1_dockerdesktop,container,10,35.9,77.76,docker_stats_container_only
2026-06-11T09:53:09Z,m1_dockerdesktop,container,10,37.96,77.76,docker_stats_container_only
2026-06-11T09:53:11Z,m1_dockerdesktop,container,10,39.96,77.76,docker_stats_container_only
2026-06-11T09:53:13Z,m1_dockerdesktop,container,10,41.96,77.76,docker_stats_container_only
2026-06-11T09:53:15Z,m1_dockerdesktop,container,10,43.98,77.76,docker_stats_container_only
2026-06-11T09:53:17Z,m1_dockerdesktop,container,10,46.0,77.76,docker_stats_container_only
2026-06-11T09:53:19Z,m1_dockerdesktop,container,10,48.01,77.76,docker_stats_container_only
2026-06-11T09:53:21Z,m1_dockerdesktop,container,10,50.04,77.82,docker_stats_container_only
2026-06-11T09:53:23Z,m1_dockerdesktop,container,10,52.06,77.82,docker_stats_container_only
2026-06-11T09:53:25Z,m1_dockerdesktop,container,10,54.07,77.82,docker_stats_container_only
2026-06-11T09:53:27Z,m1_dockerdesktop,container,10,56.09,77.82,docker_stats_container_only
2026-06-11T09:53:29Z,m1_dockerdesktop,container,10,58.11,77.82,docker_stats_container_only
2026-06-11T09:53:31Z,m1_dockerdesktop,container,10,60.12,77.82,docker_stats_container_only
2026-06-11T09:53:33Z,m1_dockerdesktop,container,10,62.14,77.82,docker_stats_container_only
2026-06-11T09:53:35Z,m1_dockerdesktop,container,10,64.15,77.82,docker_stats_container_only
2026-06-11T09:53:37Z,m1_dockerdesktop,container,10,66.17,77.82,docker_stats_container_only
2026-06-11T09:53:40Z,m1_dockerdesktop,container,10,68.19,77.82,docker_stats_container_only
2026-06-11T09:53:42Z,m1_dockerdesktop,container,10,70.21,77.82,docker_stats_container_only
2026-06-11T09:53:44Z,m1_dockerdesktop,container,10,72.23,77.82,docker_stats_container_only
2026-06-11T09:53:46Z,m1_dockerdesktop,container,10,74.24,77.82,docker_stats_container_only
2026-06-11T09:53:48Z,m1_dockerdesktop,container,10,76.26,77.82,docker_stats_container_only
2026-06-11T09:53:50Z,m1_dockerdesktop,container,10,78.28,77.82,docker_stats_container_only
2026-06-11T09:53:52Z,m1_dockerdesktop,container,10,80.29,77.82,docker_stats_container_only
2026-06-11T09:53:54Z,m1_dockerdesktop,container,10,82.32,77.82,docker_stats_container_only
2026-06-11T09:53:56Z,m1_dockerdesktop,container,10,84.33,77.82,docker_stats_container_only
2026-06-11T09:53:58Z,m1_dockerdesktop,container,10,86.34,77.82,docker_stats_container_only
2026-06-11T09:54:00Z,m1_dockerdesktop,container,10,88.36,77.82,docker_stats_container_only
2026-06-11T09:54:02Z,m1_dockerdesktop,container,10,90.37,77.86,docker_stats_container_only
2026-06-11T09:54:04Z,m1_dockerdesktop,container,10,92.39,77.86,docker_stats_container_only
2026-06-11T09:54:06Z,m1_dockerdesktop,container,10,94.4,77.86,docker_stats_container_only
2026-06-11T09:54:08Z,m1_dockerdesktop,container,10,96.41,77.86,docker_stats_container_only
2026-06-11T09:54:10Z,m1_dockerdesktop,container,10,98.43,77.86,docker_stats_container_only
2026-06-11T09:54:12Z,m1_dockerdesktop,container,10,100.45,77.86,docker_stats_container_only
2026-06-11T09:54:14Z,m1_dockerdesktop,container,10,102.47,77.86,docker_stats_container_only
